车辆名称,车辆评级,成交价格,成交时间,上牌时间,行驶里程,车辆所在地,使用性质,颜色
江淮瑞风/瑞风M3/2016款 1.6 手动 宜家版豪华智能型,40DC,1.50万元,2026年01月,2017年07月,205658公里,承德,非营运,黑色
奥迪/Q5L/2018款 2.0T 自动 40TFSI荣享进取型 国VI,75AB,13.54万元,2026年01月,2019年06月,86479公里,上海,非营运,黑色
东风风神/风神AX3/2016款 1.5 手动 尚酷型,95AA,0.42万元,2026年01月,2016年12月,135917公里,广州,非营运,棕色
"中升车源
日产/轩逸/2012款 1.6 自动 XL豪华版",70CC,1.87万元,2026年01月,2013年01月,81399公里,东莞,非营运,灰色
长安/UNI-V/2022款 1.5T 自动 智慧领航型,85BA,6.11万元,2026年01月,2022年09月,25743公里,深圳,非营运,灰色
奔驰/S级/2019款 3.0T 自动 S350L豪华型 (进口),70BC,25.40万元,2026年01月,2019年04月,149314公里,深圳,非营运,黑色
"中升车源
雪佛兰/科鲁兹三厢/2017款 1.5 自动 先锋天窗版",65CC,1.20万元,2026年01月,2017年08月,202316公里,惠州,非营运,白色
丰田/凯美瑞/2013款 2.0 自动 G舒适版,65DB,3.51万元,2026年01月,2014年06月,174615公里,深圳,非营运,黑色
"中升车源
别克/昂科拉/2015款 1.4T 自动 都市领先型前驱",75CD,1.20万元,2026年01月,2015年09月,82651公里,广州,非营运,红色
本田/英仕派/2019款 1.5T 自动 260TURBO精致版 国VI,70DB,6.17万元,2026年01月,2020年10月,94242公里,宁波,非营运,蓝色
宝骏/RC-5/2020款 1.5T 自动 智耀豪华型,55DB,1.79万元,2026年01月,2020年08月,161765公里,东莞,非营运,白色
别克/凯越/2013款 1.5 自动 经典型,60BC,0.80万元,2026年01月,2014年06月,144992公里,盐城,非营运,白色
大众/帕萨特新能源/2022款 1.4T 自动 430PHEV 豪华版 混动,75CA,7.12万元,2026年01月,2022年01月,91974公里,深圳,非营运,黑色
广汽传祺/传祺GS4/2016款 1.5T 手动 235T豪华版,70CC,1.68万元,2026年01月,2016年09月,70928公里,抚州,非营运,白色
丰田/雷凌/2019款 1.2T 自动 185T豪华版 国VI,70DB,4.00万元,2026年01月,2019年07月,127409公里,金华,非营运,白色
奔驰/A级/2020款 1.3T 自动 A200L运动轿车,70BB,9.54万元,2026年01月,2021年03月,77983公里,郑州,非营运,白色
丰田/花冠/2013款 1.6 自动 豪华型,65CB,1.70万元,2026年01月,2014年03月,122946公里,宁波,非营运,灰色
吉利汽车/星越L/2022款 1.5T 自动 雷神Hi F油电混动版 Super睿,80BB,8.57万元,2026年01月,2022年06月,46294公里,郑州,非营运,白色
哈弗/哈弗M6/2021款 1.5T 自动 DCT精英智联型PLUS,60BB,3.89万元,2026年01月,2022年11月,42638公里,郑州,租赁公司非营运,白色
比亚迪/唐新能源/2015款 2.0T 自动 四驱旗舰型 混动,65AB,1.40万元,2026年01月,2017年05月,219067公里,深圳,非营运,白色
荣威/Ei5/2019款 豪华版 纯电动,40BB,2.80万元,2026年01月,2019年12月,181303公里,襄阳,非营运,灰色
"中升车源
丰田/凯美瑞/2007款 2.4 自动 240G豪华型",50BC,1.10万元,2026年01月,2008年01月,272254公里,沈阳,非营运,黑色
大众/速腾/2015款 1.6 自动 舒适型,85BC,3.38万元,2026年01月,2016年01月,90574公里,阜新,非营运,白色
奥迪/A6L/2019款 3.0T 自动 55TFSI尊享动感型四驱,75AB,19.80万元,2026年01月,2020年01月,163094公里,淄博,非营运,黑色
"中升车源
福特/金牛座/2018款 2.0T 自动 EcoBoost245 Cognac特别版",65DB,4.72万元,2026年01月,2018年12月,88322公里,南京,非营运,黑色
"中升车源
丰田/普拉多（进口）/2012款 2.7 自动 中东版 (进口)",45DC,10.10万元,2026年01月,2013年01月,272621公里,长春,非营运,白色
本田/雅阁/2014款 2.0 自动 豪华版EX,55BC,4.70万元,2026年01月,2015年02月,119131公里,哈尔滨,非营运,白色
"中升车源
奥迪/A4L/2015款 2.0T 自动 45TFSI个性运动型四驱",60DB,4.24万元,2026年01月,2015年03月,100820公里,大连,非营运,灰色
"中升车源
奔驰/A级/2023款 1.3T 自动 A 200 L 时尚型",55BB,12.55万元,2026年01月,2023年12月,27916公里,南京,非营运,黑色
"中升车源
奥迪/A6L/2014款 2.0T 自动 TFSI舒适型",70DB,5.50万元,2026年01月,2015年02月,128638公里,合肥,非营运,黑色
广汽传祺/影豹/2021款 1.5T 自动 270T 影豹J16版,65BB,5.89万元,2026年01月,2022年04月,54946公里,安庆,非营运,灰色
日产/逍客/2017款 2.0L CVT豪华版 国V,80BB,3.99万元,2026年01月,2017年07月,133663公里,阜新,非营运,黄色
现代/朗动/2016款 1.6 自动 尊贵型,75BC,2.29万元,2026年01月,2016年10月,152120公里,珠海,非营运,白色
"中升车源
大众/宝来三厢/2015款 1.6 手动 质惠版时尚型",50DB,1.45万元,2026年01月,2016年01月,113503公里,丹东,非营运,白色
陆风/X7/2015款 2.0T 自动 全景尊贵版,60BD,0.80万元,2026年01月,2015年12月,119880公里,东莞,非营运,白色
本田/凌派/2015款 1.8 自动 豪华版,70BB,3.14万元,2026年01月,2015年01月,86753公里,东莞,非营运,白色
"中升车源
丰田/卡罗拉/2008款 1.8 自动 GL-i天窗特别版",95AA,0.52万元,2026年01月,2008年07月,216336公里,深圳,非营运,灰色
"中升车源
现代/朗动/2012款 1.6 自动 GS时尚型",40DB,1.14万元,2026年01月,2014年11月,110841公里,东莞,非营运,白色
福特/翼搏/2013款 1.5 自动 尊贵型,75CA,1.06万元,2026年01月,2015年08月,83506公里,乌鲁木齐,非营运,白色
起亚/K3/2013款 1.6 自动 GL,50BC,1.50万元,2026年01月,2015年02月,198164公里,南通,非营运,黑色
东风风神/风神AX4/2017款 1.4T 自动 潮尚型,55BB,1.41万元,2026年01月,2018年12月,62651公里,东莞,非营运,其他
本田/CR-V/2010款 2.4 自动 VTi尊贵型四驱,80DB,2.07万元,2026年01月,2010年03月,186755公里,杭州,非营运,黑色
理念/理念S1/2012款 1.3 自动 舒适版,95AA,0.44万元,2026年01月,2013年01月,141363公里,海口,非营运,红色
长安/CS15/2016款 1.5 自动 时尚版,65CC,1.47万元,2026年01月,2018年04月,93878公里,厦门,非营运,白色
北京汽车/绅宝D50/2014款 1.5 自动 标准版,70BB,0.99万元,2026年01月,2015年08月,107263公里,天津,非营运,白色
"中升车源
长安欧尚/欧尚A800/2017款 1.6 手动 豪华型",70BB,1.70万元,2026年01月,2017年09月,71461公里,成都,非营运,白色
丰田/卡罗拉/2017款 改款 1.6L 自动 S-CVT GL,35DC,2.95万元,2026年01月,2017年09月,125137公里,东莞,非营运,白色
本田/雅阁/2015款 2.0 自动 精英版LXS,60CC,3.98万元,2026年01月,2015年11月,195155公里,苏州,非营运,黑色
丰田/RAV4荣放/2011款 2.0L 自动 豪华版,40CB,2.19万元,2026年01月,2012年10月,215793公里,南京,非营运,白色
北汽新能源/EC3/2019款 灵动版 纯电动,70BC,1.60万元,2026年01月,2021年05月,58134公里,南京,非营运,白色
丰田/威驰FS/2019款 1.5 自动 锋驰版,75CA,3.60万元,2026年01月,2020年06月,36151公里,石家庄,非营运,白色
大众/途观L/2024款 PRO 380TSI 四驱R-Line智领版,90AA,15.02万元,2026年01月,2024年08月,32135公里,石家庄,非营运,黑色
本田/雅阁/2018款 2.0 自动 锐智版 混动 国VI,65DB,8.11万元,2026年01月,2020年01月,60182公里,北京,非营运,白色
"中升车源
大众/高尔夫/2015款 1.6 手动 时尚型",60BB,2.09万元,2026年01月,2014年09月,145518公里,成都,非营运,白色
本田/CR-V/2007款 2.4L 自动 四驱豪华版,65DC,1.07万元,2026年01月,2009年05月,165156公里,太原,非营运,黑色
思皓/花仙子/2022款 自动 花仙子款 四叶草,75BC,2.00万元,2026年01月,2022年06月,74770公里,太原,非营运,其他
东风风行/景逸X5/2013款 1.6 手动 尊享型 国IV,80BC,0.64万元,2026年01月,2014年10月,81975公里,嘉兴,非营运,白色
别克/君威/2014款 2.4 自动 SIDI豪华时尚型,70BC,1.34万元,2026年01月,2014年02月,242089公里,杭州,非营运,灰色
"中升车源
宝马/X3/2018款 2.0T 自动 28i M运动套装 国VI",80AB,12.53万元,2026年01月,2019年01月,132748公里,深圳,非营运,黑色
"中升车源
长城/M4/2014款 1.5 手动 舒适型",70BC,0.33万元,2026年01月,2014年05月,140154公里,杭州,非营运,黄色
奔腾/X40/2019款 1.6 手动 豪华型,60BC,1.51万元,2026年01月,2019年09月,38839公里,临沂,非营运,白色
宝马/3系/2017款 2.0T 自动 320Li时尚型,60BC,5.76万元,2026年01月,2016年11月,131696公里,上海,非营运,白色
铃木/锋驭/2015款 1.6 自动 进取型前驱,65CC,2.60万元,2026年01月,2016年01月,144753公里,北京,非营运,白色
比亚迪/海豹06/2025款 1.5L 自动 DM-i 智驾版 80KM尊贵型,90AA,6.41万元,2026年01月,2025年12月,255公里,渭南,非营运,白色
起亚/赛拉图/2010款 1.6 自动 GL,95AA,0.32万元,2026年01月,2011年01月,120954公里,惠州,非营运,灰色
现代/索纳塔/2011款 2.0 自动 GLS领先版,50DC,1.00万元,2026年01月,2011年10月,79294公里,深圳,非营运,灰色
Jeep/自由光/2017款 2.0 自动 优越版前驱,75BB,2.37万元,2026年01月,2018年12月,202735公里,杭州,非营运,白色
本田/CR-V/2007款 2.4L 自动 四驱豪华版,65BC,1.17万元,2026年01月,2009年05月,191384公里,深圳,非营运,黑色
本田/CR-V/2007款 2.4L 自动 四驱豪华版,65BC,1.17万元,2026年01月,2009年05月,191384公里,深圳,非营运,黑色
雷克萨斯/ES/2015款 2.0 自动 200精英版 (进口),80BB,10.42万元,2026年01月,2018年01月,147129公里,杭州,非营运,白色
"中升车源
奔驰/奔驰V级/2017款 2.0T 自动 V260领航版",50CC,9.42万元,2026年01月,2018年01月,185129公里,哈尔滨,非营运,黑色
奔腾/B50/2016款 1.6 手动 豪华型,65BB,0.80万元,2026年01月,2016年11月,63885公里,杭州,非营运,白色
大众/途安/2011款 1.4T 自动 智臻版7座,70CC,1.97万元,2026年01月,2012年08月,143989公里,深圳,非营运,灰色
丰田/雷凌/2014款 1.6 自动 GL领先版,75BB,2.41万元,2026年01月,2014年10月,221144公里,东莞,非营运,灰色
奔驰/CLA级 (进口)/2016款 1.6T 自动 CLA200时尚型 改款 (进口),60CB,4.55万元,2026年01月,2016年10月,101033公里,上海,非营运,红色
本田/缤智/2015款 1.8 自动 精英版前驱,70DB,3.25万元,2026年01月,2015年04月,114372公里,肇庆,非营运,白色
本田/缤智/2018款 1.5 自动 科技精英版前驱,70BB,4.01万元,2026年01月,2017年11月,126264公里,杭州,非营运,黑色
丰田/RAV4荣放/2009款 2.0L 自动 豪华版,45CD,1.38万元,2026年01月,2009年11月,194549公里,天津,非营运,蓝色
现代/悦动/2020款 1.6 自动 悦目版GL,70AB,3.60万元,2026年01月,2021年02月,19328公里,成都,非营运,白色
大众/宝来三厢/2023款 1.2T 自动 200TSI DSG智行版,75BA,6.14万元,2026年01月,2022年08月,46833公里,泰安,非营运,白色
"中升车源
奇瑞/瑞虎3/2016款 1.6 手动 风尚版",75DC,0.65万元,2026年01月,2016年11月,86534公里,东莞,非营运,灰色
五菱汽车/MINIEV/2020款 自在款 磷酸铁锂,85BB,0.71万元,2026年01月,2021年02月,34019公里,武汉,非营运,蓝色
名爵/名爵HS/2019款 2.0T 自动 30T Trophy超能版前驱 国VI,70CB,2.15万元,2026年01月,2019年08月,72694公里,杭州,非营运,红色
三菱/奕歌/2019款 1.5T 自动 信念版前驱 国VI,80BB,4.18万元,2026年01月,2019年09月,41619公里,天津,非营运,红色
长安/CS85 COUPE/2019款 2.0T 自动 动版 国VI,80BC,3.77万元,2026年01月,2020年01月,97141公里,杭州,非营运,灰色
北京汽车/绅宝D50/2015款 1.5 手动 舒适超值导航版,55BC,0.52万元,2026年01月,2016年01月,147778公里,杭州,非营运,白色
日产/轩逸/2012款 1.6 自动 XE舒适版经典款,35CC,1.10万元,2026年01月,2013年11月,127541公里,海口,非营运,灰色
本田/CR-V/2012款 2.4 自动 VTi尊贵型四驱,70BC,4.14万元,2026年01月,2013年12月,137533公里,深圳,非营运,白色
奔驰/GLA级/2015款 1.6T 自动 GLA200时尚型前驱,60BC,4.30万元,2026年01月,2015年11月,143080公里,上海,非营运,蓝色
大众/宝来三厢/2016款 1.6 自动 舒适型,60BC,2.42万元,2026年01月,2016年09月,152429公里,菏泽,非营运,白色
广汽传祺/传祺GS3/2019款 1.5 自动 150N精英版,80BB,2.87万元,2026年01月,2019年12月,42945公里,宜昌,非营运,白色
"中升车源
现代/悦动/2011款 1.6 自动 舒适型",60BC,1.06万元,2026年01月,2014年05月,145227公里,合肥,非营运,灰色
别克/凯越/2013款 1.5 自动 尊享型,65BD,0.79万元,2026年01月,2014年05月,128035公里,杭州,非营运,黑色
标致/408/2013款 2.0 手动 舒适型,60BC,0.63万元,2026年01月,2013年06月,94240公里,天津,非营运,灰色
奔驰/M级/2012款 3.5 自动 ML300 (进口),75AB,5.77万元,2026年01月,2013年06月,181206公里,深圳,非营运,棕色
日产/骐达/2016款 1.6 自动 智行版,70DA,3.65万元,2026年01月,2018年07月,56750公里,武汉,非营运,白色
斯巴鲁/森林人/2010款 2.0 自动 XS豪华版 (进口),55BC,1.65万元,2026年01月,2011年01月,154597公里,大连,非营运,白色
"中升车源
丰田/锐志/2007款 2.5 自动 S",50BC,1.49万元,2026年01月,2008年02月,176680公里,惠州,非营运,绿色
"中升车源
起亚/福瑞迪/2009款 1.6 自动 GL",60DB,0.49万元,2026年01月,2010年04月,112168公里,惠州,非营运,黑色
"中升车源
本田/思域/2016款 1.5T 自动 220TURBO豪华版",75AB,4.00万元,2026年01月,2017年03月,131616公里,惠州,非营运,红色
大众/速腾/2018款 1.6 自动 舒适型,85BB,4.34万元,2026年01月,2018年08月,82560公里,惠州,非营运,白色
吉利汽车/远景X6/2018款 1.4T 自动 4G互联豪华型,75AC,1.92万元,2026年01月,2018年09月,77200公里,惠州,非营运,白色
海马/S5/2015款 1.5T 手动 智能豪华运动型,35BC,0.55万元,2026年01月,2016年03月,93851公里,惠州,非营运,白色
"中升车源
奇瑞新能源/小蚂蚁/2022款 甜粉款 半糖版 磷酸铁锂 30kW 301km",80AB,2.60万元,2026年01月,2022年09月,17761公里,合肥,非营运,其他
丰田/致炫/2014款 1.5 自动 G炫动版,60CB,2.00万元,2026年01月,2014年06月,62182公里,苏州,非营运,白色
大众/朗逸/2017款 1.6 自动 风尚版,70AB,3.80万元,2026年01月,2019年01月,36938公里,无锡,非营运,白色
"中升车源
丰田/卡罗拉/2011款 1.8 自动 GL-i",50DC,1.26万元,2026年01月,2010年10月,175094公里,沈阳,非营运,灰色
"中升车源
雪佛兰/科鲁兹三厢/2018款 1.5 自动 Redline320先锋版",50BB,3.00万元,2026年01月,2019年03月,65056公里,淮安,非营运,白色
本田/雅阁/2023款 1.5T 自动 260TURBO 智享版,80BB,8.26万元,2026年01月,2024年05月,27708公里,朝阳,非营运,蓝色
比亚迪/夏/2025款 DM-i 1.5T 自动 180km 超越型,75CA,16.37万元,2026年01月,2025年01月,7344公里,南京,非营运,白色
"中升车源
丰田/皇冠/2011款 2.5 自动 Royal真皮天窗特别版",60DB,5.00万元,2026年01月,2011年12月,188212公里,深圳,非营运,黑色
本田/缤智/2020款 1.5 自动 先锋版,80DB,5.17万元,2026年01月,2022年07月,62132公里,深圳,非营运,白色
奔驰/E级Coupe/2014款 2.0T 自动 E260 (进口),60BC,5.13万元,2026年01月,2014年04月,150262公里,深圳,非营运,白色
"中升车源
奔驰/C级/2016款 2.0T 自动 C200运动版",75BB,6.82万元,2026年01月,2016年09月,170460公里,沈阳,非营运,白色
"中升车源
日产/天籁/2021款 2.0 自动 XL 舒适版",75BB,8.00万元,2026年01月,2022年06月,57789公里,深圳,非营运,白色
本田/英仕派/2022款 1.5T 自动 260TURBO 精悦版,75AA,9.72万元,2026年01月,2022年01月,50570公里,深圳,非营运,白色
日产/奇骏/2019款 2.0 自动 智联舒适版前驱,80BC,6.58万元,2026年01月,2020年01月,103920公里,阜新,非营运,白色
大众/桑塔纳/2013款 1.6 手动 风尚版,40CC,0.88万元,2026年01月,2013年08月,151863公里,沈阳,非营运,黄色
"中升车源
起亚/K4/2014款 1.8 自动 GL",80BB,1.44万元,2026年01月,2014年12月,125441公里,丹东,非营运,黑色
"中升车源
丰田/卡罗拉/2017款 改款 1.2T 自动 S-CVT GL",75BB,3.64万元,2026年01月,2018年11月,10108公里,深圳,非营运,白色
本田/思域/2016款 1.8 自动 舒适版Exi,60DC,2.27万元,2026年01月,2015年11月,85404公里,东莞,非营运,灰色
五菱汽车/MINIEV/2021款 马卡龙臻享款 磷酸铁锂,80AB,1.39万元,2026年01月,2022年03月,23669公里,德宏,非营运,其他
"中升车源
凯迪拉克/XT5/2018款 2.0T 自动 28T豪华型四驱",65CB,6.50万元,2026年01月,2018年05月,86838公里,东莞,非营运,其他
奥迪/A4L/2018款 2.0T 自动 30周年年型40TFSI进取型,80BC,7.37万元,2026年01月,2018年03月,194557公里,深圳,非营运,白色
"中升车源
奔驰/C级/2018款 2.0T 自动 C200L运动版",65BA,9.35万元,2026年01月,2018年09月,62910公里,深圳,非营运,黑色
雷诺/科雷傲/2018款 2.5 自动 至尊版四驱,75BC,4.48万元,2026年01月,2019年02月,131607公里,深圳,非营运,棕色
丰田/皇冠陆放/2022款 2.5L 自动 HEV四驱旗舰版,85DB,16.64万元,2026年01月,2023年06月,40935公里,湛江,非营运,黑色
宝马/7系/2013款 3.0 自动 730Li豪华型 (进口),65AC,5.88万元,2026年01月,2013年01月,136825公里,深圳,非营运,灰色
"中升车源
日产/天籁/2011款 2.5 自动 XL领先版",60CC,1.19万元,2026年01月,2011年01月,175070公里,深圳,非营运,黑色
标致/301/2014款 1.6 自动 舒适版,95AA,0.55万元,2026年01月,2015年05月,167278公里,广州,非营运,棕色
"中升车源
标致/308/2013款 1.6 自动 风尚型",95AA,0.36万元,2026年01月,2014年04月,0公里,深圳,非营运,红色
