vehicle,actual,predicted,low,high,in_range,grade,years,success,price_group,year_group
雪铁龙 爱丽舍三厢 2013款 1.6 手动 科技型,0.4,0.42,0.27,0.67,True,优,11.92,True,<1万,>10年
三菱 劲炫ASX 2013款 2.0 自动 精英版前驱,1.64,1.7,1.5,1.9,True,中,11.08,True,1-3万,>10年
本田 锋范 2015款 1.5 无级 舒适版,2.21,2.23,2.01,2.45,True,中,7.83,True,1-3万,5-8年
丰田 威驰 2017款 1.5 无级 创行版,2.59,2.57,1.99,2.46,False,差,6.92,True,1-3万,5-8年
雪铁龙 爱丽舍三厢 2017款 1.6 手动 舒适型,0.87,0.99,0.79,1.19,True,中,7.92,True,<1万,5-8年
比亚迪 海鸥 2023款 自由版,4.06,4.15,3.76,4.52,True,中,1.5,True,3-5万,0-3年
日产 颐达 2009款 1.6 自动 JE 科技版,0.91,0.68,0.48,0.88,False,中,14.42,True,<1万,>10年
丰田 亚洲龙 2022款 双擎 2.5L 自动 豪华版,12.73,11.25,10.39,12.09,False,中,3.17,True,10-20万,3-5年
丰田 皇冠 2007款 2.5 自动 Royal 特别版,3.72,2.92,2.63,3.19,False,中,16.92,True,3-5万,>10年
现代 伊兰特三厢 2011款 1.6 手动 舒适型GL,0.36,0.38,0.21,0.61,True,优,14.58,True,<1万,>10年
大众 POLO 2016款 1.4 手动 风尚型,1.63,2.24,2.01,2.45,False,中,7.67,True,1-3万,5-8年
别克 GL8 2023款 ES陆尊 2.0T 自动 尊享型,14.31,13.87,11.47,13.26,False,差,2.08,True,10-20万,0-3年
本田 缤智 2016款 1.8 无级 两驱先锋型,4.42,4.15,3.76,4.52,True,中,8.92,True,3-5万,8-10年
吉利汽车 博越 2024款 1.5TD 自动 智尊版,8.0,6.18,6.47,7.03,False,优,1.25,True,5-10万,0-3年
别克 昂科威Plus 2020款 1.5T 自动 20T精英型前驱,6.32,6.63,6.94,7.53,False,优,4.92,True,5-10万,3-5年
大众 帕萨特 2022款 330TSI 自动 星空豪华版,9.1,9.04,8.3,9.74,True,中,3.75,True,5-10万,3-5年
宝马 5系（进口） 2020款 2.0T 自动 525i M运动套装 (进口),17.66,18.04,16.79,19.27,True,中,4.92,True,10-20万,3-5年
东风风行 景逸X3 2015款 1.5 手动 舒适型,0.36,0.44,0.29,0.69,True,优,10.17,True,<1万,>10年
吉利汽车 远景X6 2019款 1.4T 自动 4G互联旗舰型 国V,2.62,2.01,1.81,2.21,False,中,5.92,True,1-3万,5-8年
长安 CS75 2014款 1.8T 自动 尊贵型前驱 国IV,1.46,1.46,1.28,1.64,True,中,10.42,True,1-3万,>10年
大众 帕萨特 2022款 2.0T 自动 330TSI 星空精英版,10.85,10.21,9.4,10.98,True,中,3.17,True,10-20万,3-5年
日产 逍客 2017款 2.0L 自动 CVT智享版 国V,4.02,4.65,4.22,5.06,False,中,7.17,True,3-5万,5-8年
别克 凯越 2013款 1.5 手动 尊享版,0.5,0.46,0.26,0.66,True,中,11.75,True,<1万,>10年
日产 轩逸 2012款 1.6 自动 XE舒适版经典款,1.14,1.55,1.17,1.55,False,差,10.33,True,1-3万,>10年
东南 DX3 2018款 1.5 手动 豪华型,1.0,1.14,0.99,1.29,True,中,7.75,True,<1万,5-8年
三菱 劲炫ASX 2020款 2.0 自动 智领版,4.22,3.37,3.05,3.69,False,中,4.67,True,3-5万,3-5年
丰田 RAV4荣放 2011款 2.0L 自动 经典版,3.08,2.73,2.46,2.99,False,中,12.67,True,3-5万,>10年
日产 阳光 2011款 1.5 手动 XE 舒适版,0.32,0.57,0.3,0.7,True,差,14.08,True,<1万,>10年
标致 308 2013款 1.6 自动 优尚型,0.56,0.56,0.36,0.76,True,中,11.75,True,<1万,>10年
别克 GL8 2012款 2.4 自动 BASE舒适版,0.97,2.2,2.23,2.59,False,优,11.83,True,<1万,>10年
沃尔沃 XC60 2019款 2.0T 自动 T5智逸版四驱 国V,9.21,9.37,8.62,10.1,True,中,6.92,True,5-10万,5-8年
腾势 腾势Z9GT 2024款 1100四驱Max版,24.19,22.6,23.59,25.26,True,优,0.75,True,>20万,0-3年
日产 骐达 2008款 1.6 自动 豪华型,1.0,0.74,0.54,0.94,False,中,16.83,True,<1万,>10年
大众 高尔夫7 2020款 1.4TSI 双离合 280TSI 挚爱版 舒适型,6.35,6.33,5.78,6.87,True,中,4.58,True,5-10万,3-5年
丰田 RAV4荣放 2018款 2.0 无级 两驱风尚X版,7.44,7.03,6.43,7.61,True,中,6.42,True,5-10万,5-8年
奥迪 A3两厢 2018款 1.4T 自动 30周年年型35TFSI进取型,5.25,5.37,4.88,5.83,True,中,7.83,True,5-10万,5-8年
丰田 卡罗拉 2007款 1.6 自动 GL,0.65,0.78,0.48,0.88,True,差,16.5,True,<1万,>10年
本田 XR-V 2017款 1.5 自动 LXi经典版,4.5,4.01,3.63,4.37,False,中,7.92,True,3-5万,5-8年
日产 轩逸 2012款 1.6 无级 XE 舒适版,1.3,1.21,0.91,1.21,False,差,11.75,True,1-3万,>10年
传祺 GS4 2015款 1.3T 双离合 200T 精英版,1.15,1.45,1.28,1.62,False,中,9.92,True,1-3万,8-10年
腾势 腾势D9 2024款 1.5T 自动 DM-i 980 四驱旗舰型,27.01,23.16,21.55,24.76,False,中,1.08,True,>20万,0-3年
雪佛兰 创酷 2019款 1.3T 自动 335T Redline潮版 国VI,3.7,2.78,2.51,3.04,False,中,4.42,True,3-5万,3-5年
雪佛兰 赛欧3 2015款 1.3 序列变速 理想版,0.83,0.75,0.55,0.95,True,中,9.17,True,<1万,8-10年
比亚迪 宋 2017款 1.5T 手动 盖世升级版精英型,1.14,1.82,1.6,2.04,False,中,7.33,True,1-3万,5-8年
宝马 3系 2013款 2.0T 自动 320Li时尚型,4.4,3.69,3.34,4.03,False,中,12.0,True,3-5万,>10年
现代 胜达 2013款 2.4 自动 智能型四驱,2.44,2.08,1.87,2.29,False,中,11.75,True,1-3万,>10年
别克 君威 2015款 1.6T 自动 领先技术型,2.8,2.34,2.11,2.57,False,中,8.42,True,1-3万,8-10年
东风风光 风光580 2016款 1.5T 自动 豪华型,0.76,1.12,1.07,1.37,False,优,8.25,True,<1万,8-10年
丰田 锐志 2013款 2.5 自动 S菁锐版,4.69,5.25,4.77,5.7,False,中,9.83,True,3-5万,8-10年
大众 迈腾 2012款 1.8T 自动 领先型 改款,2.55,2.52,2.27,2.76,True,中,12.5,True,1-3万,>10年
起亚 智跑 2014款 2.0 自动 DLX前驱,1.2,1.67,1.26,1.66,False,差,11.5,True,1-3万,>10年
雪佛兰 科鲁泽 2021款 1.5 自动 320 悦享天窗版,3.58,3.29,2.97,3.6,True,中,3.42,True,3-5万,3-5年
日产 天籁 2013款 2.5 自动 XL领先版,6.06,4.16,3.76,4.53,False,中,8.75,True,5-10万,8-10年
奔腾 X80 2016款 2.0 自动 舒适型,1.21,1.13,0.98,1.28,True,中,9.0,True,1-3万,8-10年
五菱汽车 宏光 2010款 1.4L 手动 豪华型,0.73,0.38,0.22,0.62,False,优,11.75,True,<1万,>10年
大众 途观 2013款 2.0TSI 手自一体 四驱豪华版,3.8,2.83,2.56,3.1,False,中,10.83,True,3-5万,>10年
别克 GL8 2014款 2.4 自动 CT豪华商务舒适版,4.39,3.73,3.37,4.07,False,中,9.08,True,3-5万,8-10年
奔腾 X80 2013款 2.0 自动 舒适型,0.6,0.74,0.45,0.85,True,差,11.42,True,<1万,>10年
比亚迪 F3 2013款 1.5 手动 舒适型节能版,0.62,0.57,0.37,0.77,True,中,8.25,True,<1万,8-10年
长城 哈弗M4 2012款 1.5 手动 两驱舒适版,0.51,0.46,0.26,0.66,True,中,11.67,True,<1万,>10年
比亚迪 宋MAX 2021款 1.5T 自动 升级版尊贵型7座,3.07,3.66,2.87,3.45,True,差,4.67,True,3-5万,3-5年
奥迪 A6L 2016款 1.8T 自动 TFSI技术型,7.82,9.32,8.57,10.04,False,中,9.42,True,5-10万,8-10年
斯柯达 晶锐 2017款 1.4 自动 车享版,2.18,2.08,2.1,2.44,True,优,7.83,True,1-3万,5-8年
起亚 狮跑 2013款 2.0 手动 GL前驱,1.84,1.51,1.33,1.69,False,中,9.0,True,1-3万,8-10年
奥迪 A6L 2016款 1.8T 自动 TFSI技术型,8.17,9.61,8.85,10.35,False,中,8.75,True,5-10万,8-10年
宝骏 730 2017款 1.5T 手动 致尚型,1.73,1.75,1.54,1.96,True,中,8.58,True,1-3万,8-10年
福特 锐界 2018款 2.0T 自动 245豪锐型7座前驱,5.7,6.57,6.0,7.12,False,中,7.17,True,5-10万,5-8年
哪吒汽车 哪吒V 2021款 自动 标准续航 娱乐版 升级型,2.14,2.52,2.27,2.76,False,中,3.83,True,1-3万,3-5年
哈弗 哈弗H1 2016款 1.5 手动 蓝标豪华型,0.48,0.92,0.72,1.12,False,中,9.5,True,<1万,8-10年
大众 速腾 2014款 1.6 自动 舒适型,1.86,1.91,1.44,1.9,True,差,11.42,True,1-3万,>10年
大众 速腾 2012款 1.6 手动 舒适型,1.15,1.57,1.38,1.76,False,中,11.5,True,1-3万,>10年
大众 途观 2010款 1.8T 自动 风尚版前驱,1.44,1.44,1.27,1.61,True,中,14.08,True,1-3万,>10年
现代 名图 2014款 1.8 自动 智能型,2.72,2.21,2.24,2.6,False,优,10.75,True,1-3万,>10年
大众 高尔夫7 2018款 1.4TSI 双离合 230TSI 豪华型,5.5,5.01,4.55,5.45,False,中,7.17,True,5-10万,5-8年
大众 捷达 2015款 1.6 自动 舒适型,1.4,1.21,1.06,1.36,False,中,10.75,True,1-3万,>10年
奥迪 Q5 2013款 2.0TFSI 手自一体 40TFSI Quattro ,4.2,4.64,4.21,5.05,False,中,11.58,True,3-5万,>10年
起亚 K3 2015款 1.6 手动 GLS,0.96,1.43,1.26,1.6,False,中,10.83,True,<1万,>10年
宝马 525Li 2021款 2.0T 手自一体 豪华套装,15.68,18.38,15.31,17.62,True,差,4.17,True,10-20万,3-5年
日产 骐达 2011款 1.6 自动 智能型,1.6,1.46,1.28,1.64,True,中,13.08,True,1-3万,>10年
丰田 凯美瑞 2019款 2.0 自动 G豪华版 国V,8.2,8.21,7.53,8.86,True,中,5.5,True,5-10万,5-8年
马自达 马自达3 2012款 1.6 手动 经典款 标准版,0.38,0.93,0.73,1.13,False,中,11.83,True,<1万,>10年
本田 CR-V 2007款 2.4L 自动 四驱尊贵版,1.55,1.14,0.99,1.29,False,中,17.67,True,1-3万,>10年
本田 凌派 2019款 1.0T 自动 180Turbo领先版,3.2,3.56,3.22,3.89,False,中,4.75,True,3-5万,3-5年
比亚迪 宋PLUS新能源 2021款 1.5L 自动 DM-i 110KM 旗舰,5.94,6.38,5.82,6.92,True,中,2.08,True,5-10万,0-3年
别克 英朗GT 2013款 1.8 手自一体 时尚版,0.68,0.7,0.5,0.9,True,中,12.0,True,<1万,>10年
日产 轩逸 2012款 1.6 自动 XL豪华版,1.75,1.51,1.33,1.69,False,中,11.75,True,1-3万,>10年
本田 雅阁 2014款 2.0 自动 豪华版EX,4.06,4.33,3.92,4.72,True,中,10.17,True,3-5万,>10年
现代 瑞纳 2014款 1.4 自动 GLS 智能型,1.5,1.23,1.08,1.38,False,中,9.5,True,1-3万,8-10年
本田 冠道 2017款 1.5T 自动 240TURBO精英版前驱,8.36,8.56,8.95,9.68,False,优,7.58,True,5-10万,5-8年
大众 捷达 2010款 1.6 手动 CIF伙伴,0.35,0.59,0.32,0.72,True,差,13.58,True,<1万,>10年
吉利汽车 远景 2018款 1.5 自动 幸福版,1.54,1.26,1.11,1.41,False,中,7.58,True,1-3万,5-8年
雪佛兰 创酷 2019款 1.0T 自动 325T Redline趣版 国VI,2.61,2.39,2.15,2.62,True,中,5.83,True,1-3万,5-8年
大众 捷达 2008款 1.6 手动 CIF-P 伙伴,0.2,0.36,0.11,0.51,True,差,15.33,True,<1万,>10年
雪佛兰 科鲁兹三厢 2015款 1.5 自动 经典版SE,1.46,0.98,0.78,1.18,False,中,10.33,True,1-3万,>10年
别克 君越 2009款 2.4 自动 豪华型,0.5,0.51,0.36,0.76,True,优,15.42,True,<1万,>10年
大众 捷达 2019款 1.5 自动 梦想版舒适型,3.38,3.09,2.78,3.37,False,中,5.92,True,3-5万,5-8年
宝马 5系 2008款 2.5 自动 523Li标准型,1.16,1.57,1.38,1.76,False,中,16.5,True,1-3万,>10年
五菱汽车 宏光 2014款 1.5 手动 S标准型7座,0.72,0.69,0.4,0.8,True,差,10.25,True,<1万,>10年
长安 CS55 2017款 1.5T 自动 炫色型,2.56,2.12,1.64,2.02,False,差,7.33,True,1-3万,5-8年
比亚迪 汉 2022款 EV 创世版 610KM四驱尊享型,11.18,10.96,11.45,12.33,False,优,1.83,True,10-20万,0-3年
本田 CR-V 2019款 1.5T 自动 240TURBO风尚版前驱 国V,8.57,8.06,7.39,8.71,True,中,5.92,True,5-10万,5-8年
宝马 525Li 2014款 2.0T 手自一体 领先型,7.11,6.39,5.83,6.93,False,中,11.42,True,5-10万,>10年
奥迪 A4L 2013款 2.0T 自动 35TFSI标准型,2.33,3.32,2.99,3.62,False,中,12.0,True,1-3万,>10年
别克 GL8 2017款 2.5 自动 25S豪华型,5.36,6.22,5.67,6.75,False,中,8.08,True,5-10万,8-10年
别克 GL8 2017款 2.5 自动 25S尊贵型,6.37,7.06,6.45,7.64,False,中,6.25,True,5-10万,5-8年
奥迪 A4L 2019款 2.0T 自动 40TFSI进取型 国VI,9.57,9.42,8.67,10.15,True,中,5.5,True,5-10万,5-8年
本田 XR-V 2015款 1.5 无级 LXi 经典版,3.66,3.84,3.48,4.19,True,中,8.17,True,3-5万,8-10年
海马 S5 2014款 1.6 手动 智尚型,0.3,0.49,0.22,0.62,True,差,11.42,True,<1万,>10年
比亚迪 宋L EV 2024款 662km卓越型,13.67,9.42,9.84,10.63,False,优,1.33,True,10-20万,0-3年
奔驰 C级 2010款 1.8T 自动 C200时尚型CGI,2.2,1.99,1.75,2.23,True,中,13.83,True,1-3万,>10年
日产 轩逸 2016款 1.6 自动 XL尊享版,3.06,2.79,2.51,3.05,False,中,8.25,True,3-5万,8-10年
丰田 雷凌 2021款 1.2T 自动 185T豪华版,3.51,4.67,3.69,4.41,False,差,4.42,True,3-5万,3-5年
丰田 凯美瑞 2021款 2.0G 豪华版,10.49,10.64,11.12,11.98,False,优,3.08,True,10-20万,3-5年
长安 CS35 2012款 1.6 自动 豪华型 国IV,0.7,0.54,0.34,0.74,True,中,12.0,True,<1万,>10年
别克 GL8 2017款 2.0T 自动 ES 28T尊享型,8.65,9.43,8.67,10.16,False,中,7.25,True,5-10万,5-8年
大众 朗逸三厢 2013款 1.4T 自动 舒适版 改款,1.8,1.86,1.64,2.08,True,中,11.08,True,1-3万,>10年
日产 逍客 2016款 2.0 自动 精英版,4.1,4.01,3.63,4.38,True,中,8.5,True,3-5万,8-10年
大众 途观 2015款 1.8TSI 手自一体 两驱舒适版,3.5,3.49,3.15,3.81,True,中,9.58,True,3-5万,8-10年
别克 君威 2012款 2.0 自动 豪华型,0.85,0.9,0.7,1.1,True,中,12.42,True,<1万,>10年
长城 M4 2015款 1.5 自动 豪华型,0.6,0.6,0.32,0.72,True,差,9.5,True,<1万,8-10年
丰田 威驰 2017款 1.5 手动 创行版,1.59,2.46,2.22,2.7,False,中,8.58,True,1-3万,8-10年
大众 朗逸三厢 2013款 1.6 自动 经典舒适版 改款,1.57,2.02,1.56,1.93,True,差,9.5,True,1-3万,8-10年
福特 福克斯-三厢 2012款 1.6 双离合 舒适型,1.25,1.19,1.04,1.34,True,中,9.67,True,1-3万,8-10年
本田 思域 2012款 1.8 自动 EXi 舒适版,2.0,1.89,1.66,2.12,True,中,12.17,True,1-3万,>10年
宝马 5系 2009款 2.5 自动 523Li标准型,0.71,1.57,1.53,1.91,False,优,16.5,True,<1万,>10年
别克 英朗XT 2010款 1.6 手自一体 舒适版,0.32,0.4,0.15,0.55,True,差,15.0,True,<1万,>10年
大众 凌渡 2015款 1.4TSI 双离合 230TSI 风尚版,2.6,3.02,2.35,2.84,True,差,9.33,True,1-3万,8-10年
MINI MINI 2021款 1.5T 自动 COOPER 经典派 (进口),11.78,10.07,9.28,10.84,False,中,4.75,True,10-20万,3-5年
别克 昂科威Plus 2019款 1.5T 自动 20T领先型前驱 国VI,4.66,5.4,4.91,5.87,False,中,5.5,True,3-5万,5-8年
别克 凯越 2008款 1.6 手动 标准版,0.33,0.3,0.06,0.46,True,差,15.67,True,<1万,>10年
丰田 花冠EX 2013款 1.6 手动 卓越版,1.11,1.46,1.28,1.64,False,中,12.83,True,1-3万,>10年
福特 锐界 2015款 2.0T 自动 GTDi尊锐型四驱,5.23,4.49,4.07,4.88,False,中,9.67,True,5-10万,8-10年
东风风行 景逸X5 2016款 1.6 手动 尊享型,0.7,0.78,0.58,0.98,True,中,8.42,True,<1万,8-10年
三菱 欧蓝德 2020款 2.4 自动 致享版5座四驱,5.86,5.97,5.44,6.48,True,中,5.17,True,5-10万,5-8年
奥迪 Q3 2016款 1.4T 自动 30TFSI典藏版智领型前驱,4.21,4.4,3.99,4.79,True,中,9.08,True,3-5万,8-10年
宝骏 510 2017款 1.5 手动 舒适型,1.22,1.48,1.3,1.66,False,中,6.92,True,1-3万,5-8年
本田 XR-V 2015款 1.8 自动 EXi舒适版,3.8,3.57,3.23,3.9,True,中,10.33,True,3-5万,>10年
比亚迪 元PLUS 2022款510KM 旗舰型,6.25,6.47,5.18,6.13,False,差,2.25,True,5-10万,0-3年
标致 508 2015款 2.0 自动 致臻版,1.82,1.84,1.79,2.23,True,优,10.25,True,1-3万,>10年
奥迪 A3两厢 2018款 1.4T 自动 30周年年型35TFSI进取型,6.3,5.68,5.17,6.17,False,中,6.92,True,5-10万,5-8年
大众 桑塔纳 2013款 1.6 手动 风尚版,0.76,1.04,0.75,1.05,True,差,10.92,True,<1万,>10年
大众 宝来三厢 2017款 1.6 手动 舒适型,1.52,2.69,2.09,2.57,False,差,7.75,True,1-3万,5-8年
五菱 宏光S 2014款 1.5 手动 标准型7-8座,0.8,1.01,0.86,1.16,False,中,9.67,True,<1万,8-10年
哈弗 哈弗H6 2014款 1.5T 手动 运动版精英型前驱,0.8,0.96,0.64,1.04,True,差,10.42,True,<1万,>10年
奥迪 A6L 2009款 2.4 自动 舒适型,1.73,1.61,1.42,1.8,True,中,16.25,True,1-3万,>10年
日产 轩逸 2014款 1.6 无级 XV 尊享版,1.81,2.34,2.11,2.57,False,中,10.0,True,1-3万,8-10年
别克 GL8 2013款 2.4 自动 CT豪华商务舒适版,3.76,2.46,2.21,2.69,False,中,11.33,True,3-5万,>10年
别克 英朗 2015款 1.4T 双离合 18T 精英型,1.44,1.45,1.09,1.43,False,差,9.83,True,1-3万,8-10年
福特 福睿斯 2017款 1.5 手自一体 幸福版时尚型,2.54,2.33,2.1,2.56,True,中,6.33,True,1-3万,5-8年
宝马 X3(进口） 2013款 2.0T 自动 28i领先型 改款 (进口),5.52,4.45,4.67,5.09,False,优,11.33,True,5-10万,>10年
雪铁龙 世嘉三厢 2014款 1.6 手动 品尚型VTS版,0.44,0.7,0.57,0.97,False,优,11.25,True,<1万,>10年
三菱 欧蓝德 2017款 2.0 自动 荣耀版前驱,3.96,4.2,3.81,4.58,True,中,7.5,True,3-5万,5-8年
大众 朗逸 2011款 1.6 手动 品悠版 节能补贴,0.35,0.7,0.5,0.9,False,中,13.83,True,<1万,>10年
奔驰 GLC级 2017款 2.0T 自动 GLC 260 4MATIC 豪华型,13.3,11.18,11.68,12.57,False,优,8.25,True,10-20万,8-10年
吉利汽车 帝豪三厢 2015款 1.3T 自动 向上版,0.6,0.6,0.4,0.8,True,中,10.0,True,<1万,8-10年
日产 骊威 2015款 1.6 无级 XE 舒适版,2.2,2.17,1.95,2.38,True,中,7.08,True,1-3万,5-8年
比亚迪 宋 2016款 1.5T 自动 盖世版精英型前驱,1.21,1.07,0.92,1.22,True,中,8.17,True,1-3万,8-10年
Jeep 自由侠 2017款 1.4T 自动 180T高能版前驱,2.91,2.45,2.21,2.68,False,中,7.17,True,1-3万,5-8年
吉利汽车 远景 2015款 1.5 手动 精英型,0.57,0.44,0.28,0.68,True,优,10.17,True,<1万,>10年
一汽 森雅R7 2017款 1.6 手动 舒适型,0.51,1.1,0.95,1.25,False,中,6.5,True,<1万,5-8年
大众 桑塔纳 2018款 1.5 手动 风尚版,2.55,2.46,2.21,2.69,True,中,6.33,True,1-3万,5-8年
大众 迈腾 2017款 1.8T 自动 330TSI豪华型,3.94,5.7,4.53,5.39,False,差,8.5,True,3-5万,8-10年
大众 探岳 2019款 1.4T 自动 280TSI征途版豪华型前驱 国VI,6.08,7.37,6.74,7.96,False,中,5.42,True,5-10万,5-8年
本田 冠道 2017款 1.5T 无级 240TURBO 两驱豪华版,8.18,8.63,7.92,9.31,True,中,7.17,True,5-10万,5-8年
大众 帕萨特 2016款 1.8TSI 双离合 330TSI 御尊版,5.0,5.16,4.69,5.61,True,中,8.42,True,3-5万,8-10年
别克 君威 2015款 2.0 手自一体 领先时尚型,1.2,1.9,1.67,2.13,False,中,10.33,True,1-3万,>10年
长安 CS55 2017款 1.5T 手动 炫色型,1.98,2.2,1.98,2.41,True,中,7.75,True,1-3万,5-8年
雪佛兰 赛欧三厢 2013款 1.2 手动 时尚版,0.22,0.3,0.13,0.53,True,优,11.92,True,<1万,>10年
哈弗 哈弗H6 2011款 2.0 手动 精英型前驱,0.47,0.52,0.32,0.72,True,中,12.5,True,<1万,>10年
大众 朗逸 2013款 1.6 手自一体 豪华版,0.7,1.22,0.91,1.21,False,差,12.92,True,<1万,>10年
福特 嘉年华-两厢 2013款 1.5 手动 风尚型,1.0,0.72,0.52,0.92,False,中,10.25,True,<1万,>10年
大众 速腾 2012款 1.6 手动 舒适版,0.8,1.38,1.21,1.55,False,中,12.75,True,<1万,>10年
荣威 550 2014款 1.8 自动 S智选版,0.5,0.63,0.43,0.83,True,中,10.33,True,<1万,>10年
丰田 皇冠 2007款 2.5 自动 Royal 特别版,3.67,2.89,2.6,3.16,False,中,17.25,True,3-5万,>10年
奔驰 C级 2010款 1.8T 自动 C200K标准型,1.0,1.37,1.2,1.52,False,中,15.08,True,<1万,>10年
长城 C30 2013款 1.5 手动 新视界版智尚型,0.4,0.36,0.16,0.56,True,中,11.08,True,<1万,>10年
岚图汽车 岚图FREE 2021款 四驱标准增程专属豪华套装,7.0,8.6,7.9,9.28,False,中,4.08,True,5-10万,3-5年
大众 宝来 2013款 1.6 手自一体 时尚版,1.9,1.72,1.51,1.93,True,中,10.92,True,1-3万,>10年
日产 轩逸经典 2012款 1.6 自动 XE 舒适版,1.39,1.39,1.22,1.56,True,中,12.08,True,1-3万,>10年
比亚迪 F3 2013款 1.5 手动 舒适型,0.56,0.62,0.42,0.82,True,中,7.75,True,<1万,5-8年
福特 福克斯-两厢 2012款 1.6 双离合 风尚型,0.9,1.05,0.9,1.2,True,中,11.17,True,<1万,>10年
丰田 皇冠 2008款 2.5L 自动 5周年纪念版,2.63,3.39,3.07,3.71,False,中,16.08,True,1-3万,>10年
福特 蒙迪欧致胜 2011款 2.0T 双离合 GTDi200 时尚型,1.44,1.07,0.92,1.22,False,中,11.83,True,1-3万,>10年
大众 宝来三厢 2013款 1.6 手动 舒适型,1.1,1.18,1.03,1.33,True,中,11.83,True,1-3万,>10年
奔驰 C级 2023款 C 200 L 自动 运动版,19.16,18.24,16.98,19.48,True,中,2.25,True,10-20万,0-3年
铃木 奥拓 2013款 1.0 手动 舒适型(改款),0.27,0.55,0.28,0.68,False,差,10.5,True,<1万,>10年
WEY VV7 2017款 2.0T 自动 旗舰型,3.82,3.4,3.07,3.71,False,中,7.25,True,3-5万,5-8年
大众 朗行 2015款 1.6 手动 舒适型,2.42,2.67,2.4,2.92,True,中,8.58,True,1-3万,8-10年
比亚迪 F0 2011款 1.0 手动 尚酷版 铉酷型,0.35,0.22,-0.01,0.39,True,差,13.5,True,<1万,>10年
本田 杰德 2013款 1.8 自动 EXi 5座舒适版,2.76,2.94,2.29,2.83,True,差,10.92,True,1-3万,>10年
大众 捷达 2017款 1.4 手动 舒适型,1.1,1.64,1.24,1.64,False,差,7.83,True,1-3万,5-8年
别克 君威 2014款 2.0 自动 精英时尚型,1.67,1.47,1.29,1.65,False,中,11.83,True,1-3万,>10年
奔驰 GLK级 2014款 GLK 200 标准型,4.02,5.5,5.0,5.97,False,中,9.67,True,3-5万,8-10年
雪铁龙 世嘉-三厢 2011款 1.6 手自一体 冠军版,0.25,0.36,0.16,0.56,True,中,13.5,True,<1万,>10年
日产 轩逸经典 2016款 1.6 自动 XE 舒适版,1.88,1.83,1.38,1.82,False,差,10.0,True,1-3万,8-10年
大众 朗逸三厢 2013款 1.6 自动 经典舒适版 改款,1.16,1.49,1.31,1.67,False,中,11.92,True,1-3万,>10年
奥迪 A6L 2016款 1.8T 自动 TFSI技术型,8.22,9.95,9.16,10.71,False,中,8.83,True,5-10万,8-10年
大众 速腾 2012款 1.6 自动 舒适型,1.75,1.51,1.33,1.69,False,中,13.17,True,1-3万,>10年
比亚迪 汉 2022款 DM-i 自动 121KM 尊荣型,8.5,8.32,7.63,8.98,True,中,3.17,True,5-10万,3-5年
大众 途安 2015款 1.4T 自动 舒适版5座,3.2,2.99,2.7,3.27,True,中,9.5,True,3-5万,8-10年
日产 奇骏 2014款 2.0L 自动 CVT舒适版 2WD,4.5,4.75,3.75,4.48,False,差,8.42,True,3-5万,8-10年
吉利汽车 帝豪GS 2019款 1.4T 自动 雅,2.55,2.82,2.54,3.08,True,中,5.58,True,1-3万,5-8年
大众 宝来三厢 2015款 1.6 自动 质惠版舒适型,2.08,2.03,1.83,2.23,True,中,9.42,True,1-3万,8-10年
大众 捷达 2008款 1.6 自动 CIF 春天型,0.21,0.38,0.13,0.53,True,差,17.75,True,<1万,>10年
起亚 K3 2013款 1.6 手动 GLS,0.84,1.16,1.01,1.31,False,中,11.75,True,<1万,>10年
本田 锋范 2012款 1.5 自动 精英版,0.95,1.0,0.72,1.02,True,差,13.42,True,<1万,>10年
哈弗 H2 2014款 1.5T 手动 两驱精英版,0.64,0.84,0.64,1.04,True,中,10.83,True,<1万,>10年
日产 轩逸 2021款 1.6 自动 XE经典舒适版,3.27,4.63,4.2,5.04,False,中,4.25,True,3-5万,3-5年
马自达 马自达3 2012款 1.6 手动 经典款特惠型,0.37,0.89,0.78,1.18,False,优,12.17,True,<1万,>10年
标致 508 2012款 2.0 手自一体 智享版,0.8,1.13,0.98,1.28,False,中,12.08,True,<1万,>10年
现代 ix35 2018款 2.0 自动 智勇畅享版前驱,3.57,3.85,4.04,4.42,False,优,7.33,True,3-5万,5-8年
比亚迪 唐DM 2019款 2.0T 双离合 智联创享型 7座,4.15,5.27,4.79,5.73,False,中,6.25,True,3-5万,5-8年
大众 POLO 2004款 1.4 自动 基本版,0.38,0.39,0.19,0.59,True,中,19.33,True,<1万,>10年
本田 锋范 2009款 1.5 自动 精英版,0.72,0.76,0.46,0.86,True,差,13.42,True,<1万,>10年
